type,entry_time,entry_price,exit_time,exit_price,contracts,pnl,pnl_usd,result,equity_after,day
short,2025-01-27 06:11:00-06:00,6051.5,2025-01-27 06:16:00-06:00,6047.814285714286,5,1.6857142857143117,42.14285714285779,take_profit,4356.657142857151,20250127
short,2025-01-27 06:44:00-06:00,6057.75,2025-01-27 06:46:00-06:00,6058.492857142857,5,-2.742857142857247,-68.57142857143117,stop_loss,4288.085714285719,20250127
long,2025-01-27 09:19:00-06:00,6073.5,2025-01-27 09:21:00-06:00,6081.771428571428,3,7.071428571428259,106.0714285714239,take_profit,4394.157142857143,20250127
long,2025-01-27 10:03:00-06:00,6083.25,2025-01-27 10:06:00-06:00,6081.35,4,-3.4999999999996363,-69.99999999999272,stop_loss,4324.157142857151,20250127
long,2025-01-27 11:55:00-06:00,6071.0,2025-01-27 11:59:00-06:00,6070.085714285714,5,-2.914285714286052,-72.8571428571513,stop_loss,4251.299999999999,20250127
short,2025-01-27 17:52:00-06:00,6108.5,2025-01-27 18:01:00-06:00,6109.185714285714,5,-2.6857142857143117,-67.14285714285779,stop_loss,4622.4,20250128
long,2025-01-27 18:33:00-06:00,6100.0,2025-01-27 18:35:00-06:00,6099.5,5,-2.5,-62.5,stop_loss,4559.9,20250128
short,2025-01-27 19:38:00-06:00,6109.0,2025-01-27 19:45:00-06:00,6108.271428571428,5,-1.2714285714282596,-31.78571428570649,take_profit,4528.114285714293,20250128
long,2025-01-27 20:02:00-06:00,6094.0,2025-01-27 20:10:00-06:00,6097.771428571428,5,1.7714285714282596,44.28571428570649,take_profit,4572.4,20250128
short,2025-01-27 21:22:00-06:00,6105.0,2025-01-27 21:33:00-06:00,6105.5,5,-2.5,-62.5,stop_loss,4509.9,20250128
long,2025-01-27 21:51:00-06:00,6100.0,2025-01-27 22:23:00-06:00,6100.942857142857,5,-1.057142857142935,-26.428571428573377,take_profit,4483.471428571426,20250128
short,2025-01-27 23:06:00-06:00,6101.5,2025-01-27 23:17:00-06:00,6101.114285714286,5,-1.6142857142858702,-40.357142857146755,take_profit,4443.1142857142795,20250128
long,2025-01-27 23:40:00-06:00,6094.0,2025-01-27 23:45:00-06:00,6094.9857142857145,5,-1.0142857142855064,-25.35714285713766,take_profit,4417.757142857142,20250128
short,2025-01-28 00:32:00-06:00,6102.5,2025-01-28 00:42:00-06:00,6102.157142857143,5,-1.657142857143299,-41.42857142858247,take_profit,4376.328571428559,20250128
short,2025-01-28 01:24:00-06:00,6103.5,2025-01-28 01:28:00-06:00,6104.0,5,-2.5,-62.5,stop_loss,4313.828571428559,20250128
long,2025-01-28 02:01:00-06:00,6105.5,2025-01-28 02:06:00-06:00,6105.0,5,-2.5,-62.5,stop_loss,4251.328571428559,20250128
long,2025-01-28 03:33:00-06:00,6116.5,2025-01-28 03:48:00-06:00,6117.614285714286,5,-0.8857142857141298,-22.142857142853245,take_profit,4229.185714285706,20250128
long,2025-01-28 05:23:00-06:00,6121.5,2025-01-28 05:33:00-06:00,6120.8,5,-2.699999999999818,-67.49999999999545,stop_loss,4161.685714285711,20250128
long,2025-01-28 06:06:00-06:00,6109.25,2025-01-28 06:08:00-06:00,6111.135714285714,5,-0.1142857142858702,-2.857142857146755,take_profit,4158.828571428564,20250128
short,2025-01-28 07:24:00-06:00,6123.0,2025-01-28 07:32:00-06:00,6121.585714285714,5,-0.5857142857139479,-14.642857142848698,take_profit,4144.185714285715,20250128
short,2025-01-28 08:31:00-06:00,6116.5,2025-01-28 08:33:00-06:00,6115.428571428572,5,-0.9285714285715585,-23.214285714288962,take_profit,4120.971428571426,20250128
long,2025-01-28 10:25:00-06:00,6125.0,2025-01-28 10:28:00-06:00,6123.4,5,-3.600000000000364,-90.0000000000091,stop_loss,4030.971428571417,20250128
long,2025-01-28 18:02:00-06:00,6144.25,2025-01-28 18:06:00-06:00,6144.978571428572,5,-1.2714285714282596,-31.78571428570649,take_profit,4631.414285714293,20250129
short,2025-01-28 18:42:00-06:00,6147.0,2025-01-28 20:00:00-06:00,6147.5,5,-2.5,-62.5,stop_loss,4568.914285714293,20250129
short,2025-01-28 20:37:00-06:00,6150.75,2025-01-28 20:40:00-06:00,6151.25,5,-2.5,-62.5,stop_loss,4506.414285714293,20250129
long,2025-01-28 21:09:00-06:00,6150.0,2025-01-28 21:21:00-06:00,6149.5,5,-2.5,-62.5,stop_loss,4443.914285714293,20250129
short,2025-01-28 21:58:00-06:00,6150.0,2025-01-28 22:00:00-06:00,6150.5,5,-2.5,-62.5,stop_loss,4381.414285714293,20250129
long,2025-01-28 23:48:00-06:00,6152.75,2025-01-28 23:53:00-06:00,6152.25,5,-2.5,-62.5,stop_loss,4318.914285714293,20250129
short,2025-01-29 00:32:00-06:00,6166.25,2025-01-29 00:34:00-06:00,6165.607142857143,5,-1.357142857143117,-33.928571428577925,take_profit,4284.985714285715,20250129
long,2025-01-29 01:49:00-06:00,6160.25,2025-01-29 01:51:00-06:00,6160.464285714285,5,-1.7857142857146755,-44.64285714286689,take_profit,4240.3428571428485,20250129
long,2025-01-29 03:01:00-06:00,6158.0,2025-01-29 03:03:00-06:00,6157.5,5,-2.5,-62.5,stop_loss,4177.8428571428485,20250129
short,2025-01-29 04:49:00-06:00,6160.0,2025-01-29 05:29:00-06:00,6159.871428571429,5,-1.8714285714286234,-46.785714285715585,take_profit,4131.057142857133,20250129
long,2025-01-29 06:51:00-06:00,6153.25,2025-01-29 06:54:00-06:00,6152.75,5,-2.5,-62.5,stop_loss,4068.557142857133,20250129
long,2025-01-29 07:12:00-06:00,6144.5,2025-01-29 07:18:00-06:00,6143.842857142857,5,-2.657142857143299,-66.42857142858247,stop_loss,4002.1285714285505,20250129
long,2025-01-29 11:49:00-06:00,6132.5,2025-01-29 11:51:00-06:00,6132.0,5,-2.5,-62.5,stop_loss,3939.6285714285505,20250129
short,2025-01-29 18:13:00-06:00,6131.0,2025-01-29 18:19:00-06:00,6131.5,5,-2.5,-62.5,stop_loss,4571.757142857142,20250130
short,2025-01-29 19:39:00-06:00,6147.75,2025-01-29 19:45:00-06:00,6148.25,5,-2.5,-62.5,stop_loss,4509.257142857142,20250130
long,2025-01-29 20:44:00-06:00,6147.75,2025-01-29 21:09:00-06:00,6148.65,5,-1.1000000000003638,-27.500000000009095,take_profit,4481.757142857133,20250130
short,2025-01-29 22:04:00-06:00,6151.0,2025-01-29 22:06:00-06:00,6150.7,5,-1.699999999999818,-42.49999999999545,take_profit,4439.257142857137,20250130
long,2025-01-29 23:02:00-06:00,6146.0,2025-01-29 23:08:00-06:00,6145.5,5,-2.5,-62.5,stop_loss,4376.757142857137,20250130
short,2025-01-29 23:43:00-06:00,6147.75,2025-01-30 00:34:00-06:00,6147.278571428571,5,-1.5285714285710128,-38.21428571427532,take_profit,4338.542857142862,20250130
short,2025-01-30 01:34:00-06:00,6147.75,2025-01-30 01:36:00-06:00,6148.25,5,-2.5,-62.5,stop_loss,4276.042857142862,20250130
long,2025-01-30 03:38:00-06:00,6149.75,2025-01-30 03:54:00-06:00,6149.25,5,-2.5,-62.5,stop_loss,4213.542857142862,20250130
long,2025-01-30 05:10:00-06:00,6148.5,2025-01-30 05:30:00-06:00,6148.8,5,-1.699999999999818,-42.49999999999545,take_profit,4171.0428571428665,20250130
long,2025-01-30 05:54:00-06:00,6146.0,2025-01-30 05:59:00-06:00,6145.5,5,-2.5,-62.5,stop_loss,4108.5428571428665,20250130
short,2025-01-30 06:40:00-06:00,6141.0,2025-01-30 07:01:00-06:00,6139.114285714286,5,-0.1142857142858702,-2.857142857146755,take_profit,4105.68571428572,20250130
short,2025-01-30 07:19:00-06:00,6146.0,2025-01-30 07:22:00-06:00,6144.8,5,-0.8000000000001819,-20.000000000004547,take_profit,4085.685714285715,20250130
short,2025-01-30 10:29:00-06:00,6136.0,2025-01-30 10:31:00-06:00,6137.414285714286,5,-3.414285714286052,-85.3571428571513,stop_loss,4000.328571428564,20250130
short,2025-01-30 17:58:00-06:00,6167.0,2025-01-30 18:01:00-06:00,6165.542857142857,5,-0.5428571428574287,-13.571428571435717,take_profit,4595.328571428563,20250131
short,2025-01-30 18:30:00-06:00,6166.75,2025-01-30 18:45:00-06:00,6167.25,5,-2.5,-62.5,stop_loss,4532.828571428563,20250131
long,2025-01-30 20:37:00-06:00,6170.75,2025-01-30 20:43:00-06:00,6171.392857142857,5,-1.357142857143117,-33.928571428577925,take_profit,4498.899999999985,20250131
long,2025-01-30 21:48:00-06:00,6169.5,2025-01-30 22:13:00-06:00,6170.0142857142855,5,-1.4857142857144936,-37.14285714286234,take_profit,4461.757142857123,20250131
short,2025-01-30 23:51:00-06:00,6173.5,2025-01-31 00:05:00-06:00,6173.328571428571,5,-1.8285714285711947,-45.71428571427987,take_profit,4416.042857142843,20250131
short,2025-01-31 01:12:00-06:00,6180.25,2025-01-31 01:14:00-06:00,6180.75,5,-2.5,-62.5,stop_loss,4353.542857142843,20250131
long,2025-01-31 02:03:00-06:00,6178.0,2025-01-31 02:05:00-06:00,6178.685714285714,5,-1.3142857142856883,-32.85714285714221,take_profit,4320.685714285701,20250131
long,2025-01-31 02:57:00-06:00,6176.0,2025-01-31 03:04:00-06:00,6176.9857142857145,5,-1.0142857142855064,-25.35714285713766,take_profit,4295.328571428563,20250131
short,2025-01-31 04:50:00-06:00,6184.5,2025-01-31 04:58:00-06:00,6184.242857142857,5,-1.7428571428572468,-43.57142857143117,take_profit,4251.757142857132,20250131
short,2025-01-31 05:59:00-06:00,6187.0,2025-01-31 06:22:00-06:00,6187.5,5,-2.5,-62.5,stop_loss,4189.257142857132,20250131
long,2025-01-31 10:26:00-06:00,6198.0,2025-01-31 10:35:00-06:00,6197.2,5,-2.800000000000182,-70.00000000000455,stop_loss,4119.257142857127,20250131
long,2025-02-02 19:55:00-06:00,6018.0,2025-02-02 20:02:00-06:00,6016.671428571429,5,-3.3285714285711947,-83.21428571427987,stop_loss,4506.100000000004,20250203
long,2025-02-02 20:42:00-06:00,5996.0,2025-02-02 20:46:00-06:00,5999.214285714285,5,1.2142857142853245,30.357142857133113,take_profit,4536.457142857137,20250203
short,2025-02-02 21:32:00-06:00,6008.5,2025-02-02 21:34:00-06:00,6006.742857142857,5,-0.2428571428572468,-6.07142857143117,take_profit,4530.385714285706,20250203
long,2025-02-02 22:34:00-06:00,5995.0,2025-02-02 22:37:00-06:00,5994.042857142857,5,-2.9571428571425713,-73.92857142856428,stop_loss,4456.457142857142,20250203
short,2025-02-02 23:48:00-06:00,6004.0,2025-02-02 23:50:00-06:00,6004.5,5,-2.5,-62.5,stop_loss,4393.957142857142,20250203
short,2025-02-03 00:50:00-06:00,6013.25,2025-02-03 01:01:00-06:00,6012.221428571429,5,-0.9714285714289872,-24.28571428572468,take_profit,4369.671428571417,20250203
short,2025-02-03 01:50:00-06:00,6020.5,2025-02-03 01:58:00-06:00,6018.571428571428,5,-0.0714285714284415,-1.7857142857110375,take_profit,4367.885714285706,20250203
short,2025-02-03 02:22:00-06:00,6042.5,2025-02-03 02:24:00-06:00,6037.357142857143,5,3.142857142856883,78.57142857142208,take_profit,4446.457142857128,20250203
long,2025-02-03 03:12:00-06:00,6029.25,2025-02-03 03:19:00-06:00,6028.521428571428,5,-2.7285714285717404,-68.21428571429351,stop_loss,4378.2428571428345,20250203
long,2025-02-03 06:13:00-06:00,6026.0,2025-02-03 06:17:00-06:00,6027.542857142857,5,-0.4571428571425713,-11.428571428564283,take_profit,4366.81428571427,20250203
short,2025-02-03 07:08:00-06:00,6035.25,2025-02-03 07:10:00-06:00,6029.592857142857,4,4.057142857143299,81.14285714286598,take_profit,4447.957142857136,20250203
long,2025-02-03 08:28:00-06:00,6018.25,2025-02-03 08:30:00-06:00,6019.792857142857,5,-0.4571428571425713,-11.428571428564283,take_profit,4436.528571428572,20250203
short,2025-02-03 11:27:00-06:00,6089.25,2025-02-03 11:30:00-06:00,6084.921428571429,5,2.3285714285711947,58.21428571427987,take_profit,4494.742857142852,20250203
long,2025-02-03 18:09:00-06:00,6109.75,2025-02-03 18:13:00-06:00,6109.25,5,-2.5,-62.5,stop_loss,4523.842857142855,20250204
long,2025-02-03 19:07:00-06:00,6103.0,2025-02-03 19:11:00-06:00,6102.5,5,-2.5,-62.5,stop_loss,4461.342857142855,20250204
short,2025-02-03 19:59:00-06:00,6100.0,2025-02-03 20:01:00-06:00,6099.614285714286,5,-1.6142857142858702,-40.357142857146755,take_profit,4420.985714285708,20250204
long,2025-02-03 21:42:00-06:00,6083.0,2025-02-03 21:44:00-06:00,6084.285714285715,5,-0.7142857142853245,-17.857142857133113,take_profit,4403.128571428575,20250204
long,2025-02-04 00:39:00-06:00,6060.0,2025-02-04 00:41:00-06:00,6060.942857142857,5,-1.057142857142935,-26.428571428573377,take_profit,4376.700000000002,20250204
long,2025-02-04 01:45:00-06:00,6072.0,2025-02-04 01:47:00-06:00,6072.642857142857,5,-1.357142857143117,-33.928571428577925,take_profit,4342.771428571424,20250204
short,2025-02-04 03:02:00-06:00,6066.0,2025-02-04 03:12:00-06:00,6067.0142857142855,5,-3.0142857142855064,-75.35714285713766,stop_loss,4267.414285714286,20250204
short,2025-02-04 04:23:00-06:00,6070.75,2025-02-04 04:25:00-06:00,6068.907142857143,5,-0.1571428571432989,-3.9285714285824724,take_profit,4263.485714285704,20250204
short,2025-02-04 06:39:00-06:00,6084.0,2025-02-04 06:41:00-06:00,6082.757142857143,5,-0.7571428571427532,-18.92857142856883,take_profit,4244.557142857135,20250204
long,2025-02-04 07:43:00-06:00,6080.25,2025-02-04 07:46:00-06:00,6081.107142857143,5,-1.142857142856883,-28.571428571422075,take_profit,4215.985714285713,20250204
long,2025-02-04 10:50:00-06:00,6111.0,2025-02-04 10:52:00-06:00,6113.4857142857145,5,0.4857142857144936,12.14285714286234,take_profit,4228.128571428575,20250204
long,2025-02-04 11:21:00-06:00,6105.0,2025-02-04 11:23:00-06:00,6109.328571428571,5,2.3285714285711947,58.21428571427987,take_profit,4286.342857142855,20250204
long,2025-02-04 18:02:00-06:00,6100.0,2025-02-04 18:12:00-06:00,6100.814285714286,5,-1.1857142857143117,-29.642857142857792,take_profit,4544.699999999997,20250205
long,2025-02-04 19:32:00-06:00,6104.0,2025-02-04 19:34:00-06:00,6103.5,5,-2.5,-62.5,stop_loss,4482.199999999997,20250205
long,2025-02-04 20:07:00-06:00,6098.25,2025-02-04 20:15:00-06:00,6099.021428571428,5,-1.2285714285717404,-30.71428571429351,take_profit,4451.485714285704,20250205
short,2025-02-04 21:54:00-06:00,6095.0,2025-02-04 21:56:00-06:00,6094.828571428571,5,-1.8285714285711947,-45.71428571427987,take_profit,4405.771428571424,20250205
short,2025-02-04 22:40:00-06:00,6094.25,2025-02-04 22:43:00-06:00,6093.778571428571,5,-1.5285714285710128,-38.21428571427532,take_profit,4367.557142857148,20250205
long,2025-02-04 23:36:00-06:00,6092.5,2025-02-04 23:38:00-06:00,6092.0,5,-2.5,-62.5,stop_loss,4305.057142857148,20250205
long,2025-02-05 00:39:00-06:00,6089.5,2025-02-05 00:42:00-06:00,6089.0,5,-2.5,-62.5,stop_loss,4242.557142857148,20250205
long,2025-02-05 01:40:00-06:00,6082.5,2025-02-05 01:43:00-06:00,6083.785714285715,5,-0.7142857142853245,-17.857142857133113,take_profit,4224.700000000015,20250205
short,2025-02-05 02:27:00-06:00,6096.75,2025-02-05 02:37:00-06:00,6095.678571428572,5,-0.9285714285715585,-23.214285714288962,take_profit,4201.485714285726,20250205
short,2025-02-05 04:11:00-06:00,6087.0,2025-02-05 04:39:00-06:00,6087.5,5,-2.5,-62.5,stop_loss,4138.985714285726,20250205
short,2025-02-05 05:20:00-06:00,6091.0,2025-02-05 05:24:00-06:00,6091.5,5,-2.5,-62.5,stop_loss,4076.4857142857263,20250205
long,2025-02-05 06:12:00-06:00,6089.75,2025-02-05 06:14:00-06:00,6089.25,5,-2.5,-62.5,stop_loss,4013.9857142857263,20250205
long,2025-02-05 07:04:00-06:00,6092.75,2025-02-05 07:08:00-06:00,6093.435714285714,5,-1.3142857142856883,-32.85714285714221,take_profit,3981.128571428584,20250205
short,2025-02-05 08:12:00-06:00,6105.0,2025-02-05 08:15:00-06:00,6105.657142857143,5,-2.657142857143299,-66.42857142858247,stop_loss,3914.7000000000016,20250205
long,2025-02-05 08:52:00-06:00,6102.75,2025-02-05 08:57:00-06:00,6101.65,5,-3.100000000000364,-77.5000000000091,stop_loss,3837.1999999999925,20250205
short,2025-02-05 18:05:00-06:00,6154.0,2025-02-05 18:14:00-06:00,6152.585714285714,5,-0.5857142857139479,-14.642857142848698,take_profit,4530.214285714292,20250206
long,2025-02-05 18:48:00-06:00,6149.75,2025-02-05 18:52:00-06:00,6149.25,5,-2.5,-62.5,stop_loss,4467.714285714292,20250206
short,2025-02-05 19:22:00-06:00,6151.25,2025-02-05 19:44:00-06:00,6150.7357142857145,5,-1.4857142857144936,-37.14285714286234,take_profit,4430.571428571429,20250206
short,2025-02-05 20:30:00-06:00,6152.0,2025-02-05 20:44:00-06:00,6151.4,5,-1.3999999999996362,-34.999999999990905,take_profit,4395.571428571438,20250206
long,2025-02-05 21:31:00-06:00,6150.0,2025-02-05 21:41:00-06:00,6150.428571428572,5,-1.5714285714284415,-39.28571428571104,take_profit,4356.285714285727,20250206
short,2025-02-05 22:15:00-06:00,6154.0,2025-02-05 22:17:00-06:00,6154.5,5,-2.5,-62.5,stop_loss,4293.785714285727,20250206
long,2025-02-06 00:59:00-06:00,6157.0,2025-02-06 01:01:00-06:00,6157.5142857142855,5,-1.4857142857144936,-37.14285714286234,take_profit,4256.642857142865,20250206
long,2025-02-06 01:46:00-06:00,6154.75,2025-02-06 01:49:00-06:00,6155.178571428572,5,-1.5714285714284415,-39.28571428571104,take_profit,4217.357142857154,20250206
long,2025-02-06 02:09:00-06:00,6152.5,2025-02-06 02:12:00-06:00,6152.971428571429,5,-1.5285714285710128,-38.21428571427532,take_profit,4179.142857142879,20250206
short,2025-02-06 02:35:00-06:00,6158.5,2025-02-06 02:37:00-06:00,6159.0,5,-2.5,-62.5,stop_loss,4116.642857142879,20250206
long,2025-02-06 03:26:00-06:00,6157.0,2025-02-06 03:37:00-06:00,6158.028571428571,5,-0.9714285714289872,-24.28571428572468,take_profit,4092.357142857154,20250206
short,2025-02-06 04:17:00-06:00,6158.75,2025-02-06 04:19:00-06:00,6158.535714285715,5,-1.7857142857146755,-44.64285714286689,take_profit,4047.714285714287,20250206
long,2025-02-06 04:33:00-06:00,6154.25,2025-02-06 04:42:00-06:00,6154.978571428572,5,-1.2714285714282596,-31.78571428570649,take_profit,4015.9285714285807,20250206
long,2025-02-06 05:03:00-06:00,6148.75,2025-02-06 05:05:00-06:00,6149.821428571428,5,-0.9285714285715585,-23.214285714288962,take_profit,3992.7142857142917,20250206
long,2025-02-06 05:32:00-06:00,6145.75,2025-02-06 05:39:00-06:00,6146.607142857143,5,-1.142857142856883,-28.571428571422075,take_profit,3964.1428571428696,20250206
short,2025-02-06 06:51:00-06:00,6154.25,2025-02-06 06:53:00-06:00,6154.75,5,-2.5,-62.5,stop_loss,3901.6428571428696,20250206
long,2025-02-06 07:43:00-06:00,6155.0,2025-02-06 07:45:00-06:00,6154.5,5,-2.5,-62.5,stop_loss,3839.1428571428696,20250206
long,2025-02-06 10:44:00-06:00,6153.0,2025-02-06 10:46:00-06:00,6152.5,5,-2.5,-62.5,stop_loss,3776.6428571428696,20250206
long,2025-02-06 17:48:00-06:00,6157.0,2025-02-06 18:00:00-06:00,6157.042857142857,5,-1.9571428571425713,-48.92857142856428,take_profit,4465.200000000005,20250207
long,2025-02-06 18:38:00-06:00,6156.75,2025-02-06 18:55:00-06:00,6157.135714285714,5,-1.6142857142858702,-40.357142857146755,take_profit,4424.8428571428585,20250207
short,2025-02-06 19:42:00-06:00,6166.25,2025-02-06 19:49:00-06:00,6165.521428571428,5,-1.2714285714282596,-31.78571428570649,take_profit,4393.057142857152,20250207
short,2025-02-06 21:09:00-06:00,6164.5,2025-02-06 21:27:00-06:00,6164.285714285715,5,-1.7857142857146755,-44.64285714286689,take_profit,4348.414285714285,20250207
long,2025-02-06 23:11:00-06:00,6158.75,2025-02-06 23:43:00-06:00,6158.25,5,-2.5,-62.5,stop_loss,4285.914285714285,20250207
short,2025-02-07 01:03:00-06:00,6160.0,2025-02-07 01:07:00-06:00,6159.357142857143,5,-1.357142857143117,-33.928571428577925,take_profit,4251.985714285707,20250207
short,2025-02-07 02:10:00-06:00,6164.0,2025-02-07 02:19:00-06:00,6163.185714285714,5,-1.1857142857143117,-29.642857142857792,take_profit,4222.342857142849,20250207
long,2025-02-07 03:07:00-06:00,6161.5,2025-02-07 03:15:00-06:00,6161.0,5,-2.5,-62.5,stop_loss,4159.842857142849,20250207
short,2025-02-07 03:43:00-06:00,6164.75,2025-02-07 05:05:00-06:00,6163.85,5,-1.1000000000003638,-27.500000000009095,take_profit,4132.34285714284,20250207
long,2025-02-07 05:15:00-06:00,6161.5,2025-02-07 05:37:00-06:00,6162.057142857143,5,-1.442857142857065,-36.07142857142662,take_profit,4096.271428571414,20250207
long,2025-02-07 06:21:00-06:00,6165.0,2025-02-07 06:23:00-06:00,6164.5,5,-2.5,-62.5,stop_loss,4033.7714285714137,20250207
long,2025-02-07 06:33:00-06:00,6162.5,2025-02-07 06:35:00-06:00,6162.928571428572,5,-1.5714285714284415,-39.28571428571104,take_profit,3994.4857142857027,20250207
long,2025-02-07 07:04:00-06:00,6162.5,2025-02-07 07:06:00-06:00,6162.0,5,-2.5,-62.5,stop_loss,3931.9857142857027,20250207
long,2025-02-07 07:27:00-06:00,6156.5,2025-02-07 07:30:00-06:00,6155.957142857143,5,-2.5428571428574287,-63.57142857143572,stop_loss,3868.414285714267,20250207
short,2025-02-07 12:06:00-06:00,6134.5,2025-02-07 12:15:00-06:00,6135.8,5,-3.300000000000182,-82.50000000000455,stop_loss,3785.9142857142624,20250207
long,2025-02-09 20:14:00-06:00,6120.25,2025-02-09 20:41:00-06:00,6120.592857142857,5,-1.657142857143299,-41.42857142858247,take_profit,4443.571428571415,20250210
long,2025-02-09 21:24:00-06:00,6120.75,2025-02-09 21:26:00-06:00,6120.25,5,-2.5,-62.5,stop_loss,4381.071428571415,20250210
long,2025-02-09 22:56:00-06:00,6122.25,2025-02-09 23:05:00-06:00,6122.7642857142855,5,-1.4857142857144936,-37.14285714286234,take_profit,4343.9285714285525,20250210
long,2025-02-10 00:35:00-06:00,6122.25,2025-02-10 00:45:00-06:00,6121.75,5,-2.5,-62.5,stop_loss,4281.4285714285525,20250210
short,2025-02-10 01:06:00-06:00,6124.25,2025-02-10 01:46:00-06:00,6123.65,5,-1.3999999999996362,-34.999999999990905,take_profit,4246.428571428562,20250210
short,2025-02-10 03:21:00-06:00,6129.5,2025-02-10 03:34:00-06:00,6130.0,5,-2.5,-62.5,stop_loss,4183.928571428562,20250210
short,2025-02-10 04:11:00-06:00,6131.0,2025-02-10 04:28:00-06:00,6131.5,5,-2.5,-62.5,stop_loss,4121.428571428562,20250210
short,2025-02-10 04:39:00-06:00,6133.5,2025-02-10 04:57:00-06:00,6133.071428571428,5,-1.5714285714284415,-39.28571428571104,take_profit,4082.1428571428505,20250210
long,2025-02-10 05:07:00-06:00,6131.25,2025-02-10 05:09:00-06:00,6131.85,5,-1.3999999999996362,-34.999999999990905,take_profit,4047.1428571428596,20250210
long,2025-02-10 05:49:00-06:00,6133.5,2025-02-10 05:52:00-06:00,6133.971428571429,5,-1.5285714285710128,-38.21428571427532,take_profit,4008.9285714285843,20250210
short,2025-02-10 06:50:00-06:00,6135.25,2025-02-10 06:59:00-06:00,6135.75,5,-2.5,-62.5,stop_loss,3946.4285714285843,20250210
short,2025-02-10 07:16:00-06:00,6139.25,2025-02-10 07:18:00-06:00,6139.75,5,-2.5,-62.5,stop_loss,3883.9285714285843,20250210
long,2025-02-10 08:15:00-06:00,6139.25,2025-02-10 08:17:00-06:00,6138.75,5,-2.5,-62.5,stop_loss,3821.4285714285843,20250210
long,2025-02-10 11:13:00-06:00,6131.0,2025-02-10 11:18:00-06:00,6133.7,5,0.6999999999998181,17.499999999995453,take_profit,3838.9285714285797,20250210
short,2025-02-10 18:36:00-06:00,6138.75,2025-02-10 18:51:00-06:00,6139.25,5,-2.5,-62.5,stop_loss,4396.657142857141,20250211
long,2025-02-10 19:17:00-06:00,6135.5,2025-02-10 19:25:00-06:00,6135.0,5,-2.5,-62.5,stop_loss,4334.157142857141,20250211
long,2025-02-10 20:18:00-06:00,6127.25,2025-02-10 20:20:00-06:00,6128.792857142857,5,-0.4571428571425713,-11.428571428564283,take_profit,4322.728571428576,20250211
short,2025-02-10 21:22:00-06:00,6128.25,2025-02-10 21:24:00-06:00,6128.75,5,-2.5,-62.5,stop_loss,4260.228571428576,20250211
short,2025-02-10 21:37:00-06:00,6132.0,2025-02-10 21:51:00-06:00,6132.5,5,-2.5,-62.5,stop_loss,4197.728571428576,20250211
short,2025-02-10 22:28:00-06:00,6134.0,2025-02-10 23:03:00-06:00,6133.742857142857,5,-1.7428571428572468,-43.57142857143117,take_profit,4154.157142857145,20250211
long,2025-02-10 23:55:00-06:00,6134.25,2025-02-11 00:10:00-06:00,6133.75,5,-2.5,-62.5,stop_loss,4091.657142857145,20250211
long,2025-02-11 00:25:00-06:00,6132.75,2025-02-11 00:27:00-06:00,6132.75,5,-2.0,-50.0,take_profit,4041.657142857145,20250211
long,2025-02-11 01:01:00-06:00,6128.75,2025-02-11 01:06:00-06:00,6129.435714285714,5,-1.3142857142856883,-32.85714285714221,take_profit,4008.800000000003,20250211
long,2025-02-11 01:39:00-06:00,6126.5,2025-02-11 01:42:00-06:00,6127.1,5,-1.3999999999996362,-34.999999999990905,take_profit,3973.800000000012,20250211
short,2025-02-11 03:16:00-06:00,6133.25,2025-02-11 03:20:00-06:00,6133.078571428571,5,-1.8285714285711947,-45.71428571427987,take_profit,3928.085714285732,20250211
long,2025-02-11 04:10:00-06:00,6125.0,2025-02-11 04:17:00-06:00,6125.085714285714,5,-1.914285714286052,-47.8571428571513,take_profit,3880.228571428581,20250211
short,2025-02-11 05:11:00-06:00,6128.0,2025-02-11 05:21:00-06:00,6127.228571428572,5,-1.2285714285717404,-30.71428571429351,take_profit,3849.5142857142873,20250211
short,2025-02-11 06:51:00-06:00,6132.75,2025-02-11 06:55:00-06:00,6131.85,5,-1.1000000000003638,-27.500000000009095,take_profit,3822.0142857142782,20250211
long,2025-02-11 07:24:00-06:00,6123.5,2025-02-11 07:30:00-06:00,6125.085714285714,5,-0.4142857142860521,-10.357142857151302,take_profit,3811.657142857127,20250211
short,2025-02-11 08:31:00-06:00,6125.75,2025-02-11 08:33:00-06:00,6126.307142857143,5,-2.557142857142935,-63.92857142857338,stop_loss,3747.7285714285536,20250211
long,2025-02-11 10:56:00-06:00,6139.0,2025-02-11 11:02:00-06:00,6138.5,5,-2.5,-62.5,stop_loss,3685.2285714285536,20250211
long,2025-02-11 18:10:00-06:00,6150.75,2025-02-11 18:14:00-06:00,6150.25,5,-2.5,-62.5,stop_loss,4365.699999999997,20250212
short,2025-02-11 19:43:00-06:00,6151.75,2025-02-11 19:47:00-06:00,6152.25,5,-2.5,-62.5,stop_loss,4303.199999999997,20250212
long,2025-02-11 20:57:00-06:00,6150.0,2025-02-11 21:34:00-06:00,6149.5,5,-2.5,-62.5,stop_loss,4240.699999999997,20250212
short,2025-02-11 22:34:00-06:00,6146.25,2025-02-11 23:16:00-06:00,6146.207142857143,5,-1.9571428571425713,-48.92857142856428,take_profit,4191.771428571433,20250212
short,2025-02-12 00:32:00-06:00,6146.5,2025-02-12 01:21:00-06:00,6146.157142857143,5,-1.657142857143299,-41.42857142858247,take_profit,4150.34285714285,20250212
