date,open,high,low,close,volume,average,barCount
2025-05-26 17:00:00-05:00,5890.75,5890.75,5886.5,5887.25,653.0,5888.5,364
2025-05-26 17:01:00-05:00,5887.5,5889.0,5886.25,5886.25,466.0,5887.55,196
2025-05-26 17:02:00-05:00,5886.25,5886.5,5884.0,5884.75,604.0,5884.825,249
2025-05-26 17:03:00-05:00,5884.5,5885.5,5883.0,5885.25,514.0,5884.35,242
2025-05-26 17:04:00-05:00,5885.25,5886.0,5885.0,5886.0,316.0,5885.575,138
2025-05-26 17:05:00-05:00,5885.75,5885.75,5884.5,5884.5,116.0,5885.225,77
2025-05-26 17:06:00-05:00,5884.5,5885.25,5884.25,5884.5,207.0,5884.7,95
2025-05-26 17:07:00-05:00,5884.75,5886.0,5884.75,5885.5,139.0,5885.275,75
2025-05-26 17:08:00-05:00,5885.5,5886.5,5885.5,5886.5,201.0,5886.075,98
2025-05-26 17:09:00-05:00,5886.25,5886.25,5885.25,5886.0,125.0,5885.7,67
2025-05-26 17:10:00-05:00,5885.75,5886.0,5885.0,5885.0,89.0,5885.275,45
2025-05-26 17:11:00-05:00,5885.0,5885.25,5883.75,5884.25,288.0,5884.45,120
2025-05-26 17:12:00-05:00,5884.5,5889.5,5884.5,5889.0,590.0,5887.9,313
2025-05-26 17:13:00-05:00,5889.0,5889.75,5888.75,5889.25,333.0,5889.075,144
2025-05-26 17:14:00-05:00,5889.0,5889.25,5886.75,5886.75,269.0,5888.15,128
2025-05-26 17:15:00-05:00,5887.0,5889.0,5886.75,5888.25,181.0,5887.9,103
2025-05-26 17:16:00-05:00,5888.5,5889.25,5888.25,5888.75,125.0,5888.7,63
2025-05-26 17:17:00-05:00,5889.0,5889.0,5887.0,5887.75,191.0,5887.85,86
2025-05-26 17:18:00-05:00,5887.5,5887.75,5886.75,5887.5,136.0,5887.3,57
2025-05-26 17:19:00-05:00,5887.5,5887.5,5886.0,5886.5,347.0,5886.625,107
2025-05-26 17:20:00-05:00,5886.5,5886.75,5884.25,5885.0,487.0,5885.175,178
2025-05-26 17:21:00-05:00,5885.0,5885.5,5884.25,5885.25,200.0,5884.875,85
2025-05-26 17:22:00-05:00,5885.0,5885.0,5884.5,5884.75,117.0,5884.8,49
2025-05-26 17:23:00-05:00,5884.75,5885.0,5884.0,5884.75,214.0,5884.6,94
2025-05-26 17:24:00-05:00,5885.0,5885.0,5884.5,5884.75,84.0,5884.75,35
2025-05-26 17:25:00-05:00,5884.75,5885.0,5884.5,5885.0,91.0,5884.775,35
2025-05-26 17:26:00-05:00,5885.0,5885.75,5885.0,5885.5,160.0,5885.425,79
2025-05-26 17:27:00-05:00,5885.5,5885.5,5885.0,5885.5,98.0,5885.175,38
2025-05-26 17:28:00-05:00,5885.5,5885.75,5883.75,5884.0,219.0,5884.825,64
2025-05-26 17:29:00-05:00,5884.0,5884.5,5884.0,5884.0,83.0,5884.225,35
2025-05-26 17:30:00-05:00,5884.25,5884.25,5881.75,5882.0,603.0,5882.525,242
2025-05-26 17:31:00-05:00,5881.75,5882.75,5881.25,5882.25,332.0,5882.05,117
2025-05-26 17:32:00-05:00,5882.25,5882.5,5881.25,5881.75,233.0,5881.775,106
2025-05-26 17:33:00-05:00,5881.5,5881.75,5880.5,5880.5,299.0,5880.975,112
2025-05-26 17:34:00-05:00,5880.5,5881.0,5878.75,5880.25,689.0,5879.625,249
2025-05-26 17:35:00-05:00,5880.25,5880.25,5879.5,5879.5,143.0,5879.85,64
2025-05-26 17:36:00-05:00,5879.5,5879.75,5879.0,5879.25,130.0,5879.225,76
2025-05-26 17:37:00-05:00,5879.0,5879.5,5878.5,5879.0,306.0,5879.05,119
2025-05-26 17:38:00-05:00,5879.0,5879.25,5878.25,5878.75,125.0,5878.725,67
2025-05-26 17:39:00-05:00,5879.0,5879.25,5878.75,5878.75,78.0,5879.025,49
2025-05-26 17:40:00-05:00,5879.0,5880.0,5878.75,5879.5,357.0,5879.575,159
2025-05-26 17:41:00-05:00,5879.25,5879.5,5879.25,5879.5,62.0,5879.375,32
2025-05-26 17:42:00-05:00,5879.25,5879.5,5878.75,5878.75,95.0,5878.975,56
2025-05-26 17:43:00-05:00,5879.0,5879.5,5878.5,5879.5,235.0,5879.05,70
2025-05-26 17:44:00-05:00,5879.5,5880.0,5879.0,5879.5,138.0,5879.475,66
2025-05-26 17:45:00-05:00,5879.5,5881.5,5879.5,5881.0,203.0,5880.6,95
2025-05-26 17:46:00-05:00,5881.25,5881.25,5879.5,5879.75,127.0,5880.45,74
2025-05-26 17:47:00-05:00,5879.5,5880.0,5879.25,5880.0,134.0,5879.5,54
2025-05-26 17:48:00-05:00,5880.0,5880.0,5879.0,5879.0,106.0,5879.375,43
2025-05-26 17:49:00-05:00,5879.0,5880.25,5878.5,5880.0,146.0,5879.1,67
2025-05-26 17:50:00-05:00,5879.75,5879.75,5878.75,5878.75,64.0,5879.275,33
2025-05-26 17:51:00-05:00,5879.0,5879.5,5878.75,5879.5,75.0,5879.0,29
2025-05-26 17:52:00-05:00,5879.5,5879.75,5878.75,5879.0,133.0,5879.425,46
2025-05-26 17:53:00-05:00,5879.25,5879.75,5879.25,5879.5,39.0,5879.525,22
2025-05-26 17:54:00-05:00,5879.5,5880.25,5879.5,5879.5,55.0,5879.875,27
2025-05-26 17:55:00-05:00,5879.75,5880.25,5879.25,5880.0,93.0,5880.0,41
