date,open,high,low,close,volume,average,barCount
2025-01-14 17:07:00-06:00,5943.75,5943.75,5943.75,5943.75,1.0,5943.75,1
2025-01-14 17:08:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:09:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:10:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:11:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:12:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:13:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:14:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:15:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:16:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:17:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:18:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:19:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:20:00-06:00,5943.75,5943.75,5943.75,5943.75,0.0,5943.75,0
2025-01-14 17:21:00-06:00,5942.0,5942.0,5942.0,5942.0,1.0,5942.0,1
2025-01-14 17:22:00-06:00,5942.0,5942.0,5942.0,5942.0,0.0,5942.0,0
2025-01-14 17:23:00-06:00,5942.0,5942.0,5942.0,5942.0,0.0,5942.0,0
2025-01-14 17:24:00-06:00,5942.0,5942.0,5942.0,5942.0,0.0,5942.0,0
2025-01-14 17:25:00-06:00,5942.0,5942.0,5942.0,5942.0,0.0,5942.0,0
2025-01-14 17:26:00-06:00,5943.0,5943.0,5943.0,5943.0,1.0,5943.0,1
2025-01-14 17:27:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:28:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:29:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:30:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:31:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:32:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
2025-01-14 17:33:00-06:00,5943.0,5943.0,5943.0,5943.0,0.0,5943.0,0
