date,open,high,low,close,volume,average,barCount
2025-01-08 17:31:00-06:00,6010.25,6010.25,6010.25,6010.25,1.0,6010.25,1
2025-01-08 17:32:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:33:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:34:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:35:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:36:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:37:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:38:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:39:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:40:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:41:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:42:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:43:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:44:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:45:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:46:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:47:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:48:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:49:00-06:00,6010.25,6010.25,6010.25,6010.25,0.0,6010.25,0
2025-01-08 17:50:00-06:00,6006.25,6006.25,6006.25,6006.25,1.0,6006.25,1
2025-01-08 17:51:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:52:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:53:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:54:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:55:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:56:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:57:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:58:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 17:59:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 18:00:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 18:01:00-06:00,6006.25,6006.25,6006.25,6006.25,0.0,6006.25,0
2025-01-08 18:02:00-06:00,6004.75,6004.75,6004.75,6004.75,2.0,6004.75,1
2025-01-08 18:03:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:04:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:05:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:06:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:07:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:08:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:09:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:10:00-06:00,6004.75,6004.75,6004.75,6004.75,0.0,6004.75,0
2025-01-08 18:11:00-06:00,6001.75,6001.75,6001.75,6001.75,3.0,6001.75,1
2025-01-08 18:12:00-06:00,6000.0,6000.0,5999.0,5999.0,4.0,5999.5,3
2025-01-08 18:13:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:14:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:15:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:16:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:17:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:18:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:19:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:20:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:21:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:22:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:23:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:24:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:25:00-06:00,5999.0,5999.0,5999.0,5999.0,0.0,5999.0,0
2025-01-08 18:26:00-06:00,6004.25,6004.25,6004.25,6004.25,1.0,6004.25,1
2025-01-08 18:27:00-06:00,6004.25,6004.25,6004.25,6004.25,0.0,6004.25,0
2025-01-08 18:28:00-06:00,6004.25,6004.25,6004.25,6004.25,0.0,6004.25,0
2025-01-08 18:29:00-06:00,6004.25,6004.25,6004.25,6004.25,0.0,6004.25,0
2025-01-08 18:30:00-06:00,6000.0,6000.0,6000.0,6000.0,1.0,6000.0,1
2025-01-08 18:31:00-06:00,6000.0,6000.0,6000.0,6000.0,0.0,6000.0,0
2025-01-08 18:32:00-06:00,5997.0,5997.0,5997.0,5997.0,2.0,5997.0,1
2025-01-08 18:33:00-06:00,5997.75,5997.75,5997.75,5997.75,2.0,5997.75,1
2025-01-08 18:34:00-06:00,5997.75,5997.75,5997.75,5997.75,0.0,5997.75,0
2025-01-08 18:35:00-06:00,5997.75,5997.75,5997.75,5997.75,0.0,5997.75,0
2025-01-08 18:36:00-06:00,5997.75,5997.75,5997.75,5997.75,0.0,5997.75,0
2025-01-08 18:37:00-06:00,5997.75,5997.75,5997.75,5997.75,0.0,5997.75,0
2025-01-08 18:38:00-06:00,5997.75,5997.75,5997.75,5997.75,0.0,5997.75,0
2025-01-08 18:39:00-06:00,5996.0,5996.0,5995.5,5995.5,2.0,5995.75,2
2025-01-08 18:40:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:41:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:42:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:43:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:44:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:45:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:46:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:47:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:48:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:49:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:50:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:51:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:52:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:53:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:54:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
2025-01-08 18:55:00-06:00,5995.5,5995.5,5995.5,5995.5,0.0,5995.5,0
