date,open,high,low,close,volume,average,barCount
2025-04-06 17:00:00-05:00,5007.0,5008.0,4925.0,4933.5,4815.0,4952.75,1836
2025-04-06 17:01:00-05:00,4934.5,4944.0,4892.0,4934.0,6355.0,4922.6,3276
2025-04-06 17:02:00-05:00,4932.25,4937.0,4832.5,4846.0,4308.0,4885.9,2501
2025-04-06 17:03:00-05:00,4847.25,4903.0,4841.25,4902.25,4155.0,4870.6,2026
2025-04-06 17:04:00-05:00,4902.5,4915.75,4863.75,4887.75,2667.0,4889.775,1611
2025-04-06 17:05:00-05:00,4887.75,4890.0,4839.0,4843.75,3590.0,4856.925,2015
2025-04-06 17:06:00-05:00,4843.75,4875.5,4840.0,4863.25,2696.0,4859.15,1602
2025-04-06 17:07:00-05:00,4863.25,4897.0,4863.0,4894.0,2651.0,4875.8,1394
2025-04-06 17:08:00-05:00,4894.75,4897.75,4872.5,4885.75,1851.0,4885.9,1125
2025-04-06 17:09:00-05:00,4886.5,4914.25,4883.0,4901.75,2771.0,4896.475,1407
2025-04-06 17:10:00-05:00,4901.75,4932.75,4899.75,4931.0,2686.0,4913.4,1534
2025-04-06 17:11:00-05:00,4929.5,4931.0,4900.0,4920.5,2610.0,4914.95,1428
2025-04-06 17:12:00-05:00,4920.25,4934.5,4911.75,4934.5,1998.0,4922.1,1074
2025-04-06 17:13:00-05:00,4934.5,4936.75,4901.75,4908.75,1900.0,4922.85,985
2025-04-06 17:14:00-05:00,4907.75,4909.75,4891.0,4894.5,2135.0,4899.9,1232
2025-04-06 17:15:00-05:00,4894.25,4909.25,4891.25,4904.5,1384.0,4899.5,847
2025-04-06 17:16:00-05:00,4903.5,4910.0,4891.0,4901.75,1380.0,4901.35,876
2025-04-06 17:17:00-05:00,4901.5,4917.0,4895.0,4900.75,1739.0,4906.525,1078
2025-04-06 17:18:00-05:00,4900.75,4901.0,4885.25,4888.75,1636.0,4892.625,994
2025-04-06 17:19:00-05:00,4887.75,4899.5,4878.0,4897.25,2176.0,4885.2,1289
2025-04-06 17:20:00-05:00,4898.75,4902.5,4892.0,4893.25,1558.0,4898.1,884
2025-04-06 17:21:00-05:00,4894.0,4895.0,4886.0,4889.75,1241.0,4889.65,768
2025-04-06 17:22:00-05:00,4889.75,4896.0,4889.0,4895.75,673.0,4892.75,431
2025-04-06 17:23:00-05:00,4895.25,4901.75,4890.5,4895.25,1059.0,4895.425,643
2025-04-06 17:24:00-05:00,4895.5,4909.0,4895.25,4907.25,1930.0,4902.675,1076
2025-04-06 17:25:00-05:00,4906.5,4919.5,4901.0,4912.5,2419.0,4909.9,1212
2025-04-06 17:26:00-05:00,4912.25,4922.75,4911.5,4918.0,1492.0,4917.325,946
2025-04-06 17:27:00-05:00,4918.25,4924.5,4917.0,4922.5,1237.0,4920.875,704
2025-04-06 17:28:00-05:00,4923.25,4928.5,4908.25,4914.0,2074.0,4917.225,1188
2025-04-06 17:29:00-05:00,4914.25,4915.25,4907.25,4910.5,1255.0,4910.7,730
2025-04-06 17:30:00-05:00,4910.0,4911.5,4883.75,4889.0,2812.0,4896.3,1745
2025-04-06 17:31:00-05:00,4889.0,4903.5,4889.0,4900.75,1948.0,4896.8,1014
2025-04-06 17:32:00-05:00,4900.5,4912.0,4900.0,4907.75,1748.0,4907.7,996
2025-04-06 17:33:00-05:00,4907.75,4911.25,4896.25,4906.0,1797.0,4904.175,958
2025-04-06 17:34:00-05:00,4906.0,4910.0,4901.5,4902.25,1286.0,4905.325,715
2025-04-06 17:35:00-05:00,4902.25,4908.5,4897.5,4900.5,1158.0,4902.5,690
2025-04-06 17:36:00-05:00,4900.5,4906.25,4895.0,4899.5,1667.0,4900.6,948
2025-04-06 17:37:00-05:00,4899.25,4900.5,4897.0,4897.25,972.0,4899.0,542
2025-04-06 17:38:00-05:00,4897.0,4900.5,4896.25,4897.75,819.0,4898.775,431
2025-04-06 17:39:00-05:00,4897.0,4907.25,4896.25,4905.5,1232.0,4902.525,712
2025-04-06 17:40:00-05:00,4905.5,4914.5,4900.75,4905.25,2002.0,4909.7,1131
2025-04-06 17:41:00-05:00,4905.0,4907.75,4899.5,4903.75,1085.0,4903.325,632
2025-04-06 17:42:00-05:00,4903.75,4913.5,4902.25,4913.25,1295.0,4908.375,640
